id,created_at,source_id,source_type,permit_id,permit_type,kind,company_name,kilowatt_value,issue_date,apply_date,latitude,longitude,full_address,city,state,county,postal_code,property_type
a3fffc48-25fe-4938-bb01-c52b5b666ad2,2026-03-16T08:32:09.844897+00:00,b5c7bbaa-a31e-4d4a-b10e-60fbaea5a9a4,SITE,PMT-3325227,ELECTRICAL PMT,SOLAR,AT&T WIRELESS,2.0,2026-02-13T00:00:00+00:00,,32.7345747,-117.2457772,"1424 30TH (SB) ST, SAN DIEGO, SAN DIEGO COUNTY, CA, US",SAN DIEGO,CA,SAN DIEGO COUNTY,,Residential
af051f87-bd7e-4ff1-9c1b-ddb91a67c631,2026-03-16T08:31:29.698968+00:00,b5c7bbaa-a31e-4d4a-b10e-60fbaea5a9a4,SITE,PMT-3362000,ELECTRICAL PMT,SOLAR,CAL SOLAR INC,44.41,2026-01-27T00:00:00+00:00,,32.7504513,-117.1504859,"3930 CLEVELAND AV, SAN DIEGO, SAN DIEGO COUNTY, CA, US",SAN DIEGO,CA,SAN DIEGO COUNTY,,Commercial
b366b825-76a5-4a2e-8ac6-91ba6c02eed9,2026-03-16T08:30:49.540919+00:00,b5c7bbaa-a31e-4d4a-b10e-60fbaea5a9a4,SITE,PMT-3373941,ELECTRICAL PMT,SOLAR,KELSIE CASTRO,13.44,2026-02-03T00:00:00+00:00,,32.9511169,-117.2186066,"4505 SUNSET BLUFFS WY, SAN DIEGO, SAN DIEGO COUNTY, CA, 92130, US",SAN DIEGO,CA,SAN DIEGO COUNTY,92130.0,Residential
50823bb6-468f-4472-a1b6-76169b3a3590,2026-03-26T02:05:20.713928+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001900,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,JAMAR POWER SYSTEMS,9.0,2026-03-25T00:00:00+00:00,,32.9741615,-117.1726162,"14443 RANCHO SANTA FE LAKES DR, ADU, RANCHO SANTA FE, SAN DIEGO COUNTY, CA, 92067, US","ADU, RANCHO SANTA FE",CA,SAN DIEGO COUNTY,92067.0,Residential
b91be081-85b9-4588-9cdb-6418380f9d00,2026-03-16T08:31:29.698968+00:00,b5c7bbaa-a31e-4d4a-b10e-60fbaea5a9a4,SITE,PMT-3402007,ELECTRICAL PMT,SOLAR,GRID ALTERNATIVES,13.5,2026-03-05T00:00:00+00:00,,32.7093957,-117.1214219,"3348 SPRING GARDEN PL, SAN DIEGO, SAN DIEGO COUNTY, CA, 92102, US",SAN DIEGO,CA,SAN DIEGO COUNTY,92102.0,Residential
c61d543f-a0ec-4c11-beb0-4687d085e5d1,2026-03-16T08:29:29.287917+00:00,b5c7bbaa-a31e-4d4a-b10e-60fbaea5a9a4,SITE,PMT-3385719,ELECTRICAL PMT,SOLAR,BRIGHT PLANET SOLAR,4.1,2026-02-20T00:00:00+00:00,,32.9027226,-117.1218428,"10185 CAMINITO ZAR, SAN DIEGO, SAN DIEGO COUNTY, CA, US",SAN DIEGO,CA,SAN DIEGO COUNTY,,Residential
d564bf3a-c681-412a-a774-904f2205b945,2026-03-16T08:28:08.930184+00:00,b5c7bbaa-a31e-4d4a-b10e-60fbaea5a9a4,SITE,PMT-3389281,ELECTRICAL PMT,SOLAR,PV SOLAR,1.76,2026-02-02T00:00:00+00:00,,32.7579358,-117.1287023,"4431 OHIO ST, SAN DIEGO, SAN DIEGO COUNTY, CA, 92116, US",SAN DIEGO,CA,SAN DIEGO COUNTY,92116.0,Residential
9976d12d-7cec-477b-8488-e1558fb89838,2026-03-26T02:05:20.713928+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001899,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,LGCY ELECTRIC,12.0,2026-03-25T00:00:00+00:00,,33.3316922,-117.1631047,"4718 VIA TALA, FALLBROOK, SAN DIEGO COUNTY, CA, 92028, US",FALLBROOK,CA,SAN DIEGO COUNTY,92028.0,Residential
de6fdc31-a8fd-4d84-813c-0ce1467d0ff2,2026-03-15T22:17:00.231171+00:00,b5c7bbaa-a31e-4d4a-b10e-60fbaea5a9a4,SITE,PMT-3385204,ELECTRICAL PMT,SOLAR,BAKER ELECTRIC HOME ENERGY,2.87,2026-03-11T00:00:00+00:00,,32.9617432,-117.1835181,"6155 VERDA LN, SAN DIEGO, SAN DIEGO COUNTY, CA, 92130, US",SAN DIEGO,CA,SAN DIEGO COUNTY,92130.0,Residential
e9da2a00-d1b2-4d61-97fc-564aa1bea8d5,2026-03-16T08:31:29.698968+00:00,b5c7bbaa-a31e-4d4a-b10e-60fbaea5a9a4,SITE,PMT-3361251,ELECTRICAL PMT,SOLAR,AICON SOLAR,15.12,2026-02-20T00:00:00+00:00,,32.8687885,-117.2244358,"3830 NOBEL DR, SAN DIEGO, SAN DIEGO COUNTY, CA, US",SAN DIEGO,CA,SAN DIEGO COUNTY,,Residential
0b121ded-7fd2-42fa-9b1b-76491c9a0114,2026-03-26T02:07:40.887813+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001893,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,PEAK ENERGY GROUP,11.0,2026-03-25T00:00:00+00:00,,32.8452174,-116.9232761,"12360 SINGLE OAK PL, MAIN, LAKESIDE, SAN DIEGO COUNTY, CA, 92040, US","MAIN, LAKESIDE",CA,SAN DIEGO COUNTY,92040.0,Residential
6865b98e-52c1-45a5-a95e-07e277a5d0a8,2026-03-26T02:10:11.233122+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001882,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,BAKER HOME ENERGY,6.0,2026-03-25T00:00:00+00:00,,32.9988414,-116.8127712,"15540 CALISTOGA DR, RAMONA, SAN DIEGO COUNTY, CA, 92065, US",RAMONA,CA,SAN DIEGO COUNTY,92065.0,Residential
d7abbce5-bf88-4ce0-8253-a293f61cda20,2026-03-26T02:10:11.233122+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001881,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,HECK ELECTRIC,11.0,2026-03-25T00:00:00+00:00,,32.7201045,-116.8824776,"13758 INDIAN SPRINGS DR, JAMUL, SAN DIEGO COUNTY, CA, 91935, US",JAMUL,CA,SAN DIEGO COUNTY,91935.0,Residential
1bc844fd-da6d-46ec-9328-29ee96cf5d10,2026-03-18T21:09:30.244317+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001698,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,FREEDOM FOREVER,5.0,2026-03-18T00:00:00+00:00,,32.8231686,-116.7892716,"1321 SOUTH GRADE RD, ALPINE, SAN DIEGO COUNTY, CA, 91901, US",ALPINE,CA,SAN DIEGO COUNTY,91901.0,Residential
04124c80-76eb-48d7-befe-1067ade060f8,2026-03-18T20:11:30.835799+00:00,e1fb42e8-7588-42fd-9a6d-f07c20a1496f,SITE,PMT-3406854,PHOTOVOLTAIC - SB 379,SOLAR,RPM SOLAR CONSTRUCTION INC,7.04,2026-03-18T00:00:00+00:00,,32.5726346,-117.0889516,"2075 GROVE AV, SAN DIEGO, CA, 92154, US",SAN DIEGO,CA,,92154.0,Residential
4ceaaf68-83f7-4541-883e-349a0af8fb9b,2026-03-18T20:12:12.561511+00:00,e1fb42e8-7588-42fd-9a6d-f07c20a1496f,SITE,PMT-3406853,PHOTOVOLTAIC - SB 379,SOLAR,LGCY INSTALLATION SERVICES LLC,6.02,2026-03-18T00:00:00+00:00,,32.557449,-117.0669558,"2165 VALENTINO ST, SAN DIEGO, CA, 92154, US",SAN DIEGO,CA,,92154.0,Residential
d34c3422-abe5-45f7-88e2-95791eb604c1,2026-03-18T20:18:53.257787+00:00,e1fb42e8-7588-42fd-9a6d-f07c20a1496f,SITE,PMT-3406839,PHOTOVOLTAIC - SB 379,SOLAR,NB BAKER ELECTRIC INC,1.64,2026-03-18T00:00:00+00:00,,32.7393396,-117.2235545,"3430 YONGE ST, SAN DIEGO, CA, 92106, US",SAN DIEGO,CA,,92106.0,Residential
63e96f19-e0ee-4f7e-81ef-910646154346,2026-03-18T21:20:11.423261+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001639,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,ENTERPRISE SOLAR LLC,6.0,2026-03-17T00:00:00+00:00,,33.3802405,-116.7876166,"37078 SR-79, WARNER SPRINGS, SAN DIEGO COUNTY, CA, 92086, US",WARNER SPRINGS,CA,SAN DIEGO COUNTY,92086.0,Residential
a8a3a287-38bb-4342-9acc-c47e6d5aa27a,2026-03-18T21:24:11.911122+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001644,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,NEW LEAF ELECTRIC INC,11.0,2026-03-17T00:00:00+00:00,,33.27035470000001,-117.2171431,"1574 DENTRO DE LOMAS RD, BONSALL, SAN DIEGO COUNTY, CA, 92003, US",BONSALL,CA,SAN DIEGO COUNTY,92003.0,Residential
752144b6-3ae1-4e96-8e48-a5ecf43fca21,2026-03-18T21:10:10.51626+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001695,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,FREEDOM FOREVER,6.0,2026-03-18T00:00:00+00:00,,33.2802789,-117.0294317,"31330 OAK GLEN LN, VALLEY CENTER, SAN DIEGO COUNTY, CA, 92082, US",VALLEY CENTER,CA,SAN DIEGO COUNTY,92082.0,Residential
d00b03ca-ac1e-486f-87df-423396bcb1a5,2026-03-18T21:28:12.469355+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001579,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,SOLAR SAVINGS DIRECT INC,6.0,2026-03-16T00:00:00+00:00,,33.0744856,-116.9038982,"19737 SR-78, RAMONA, SAN DIEGO COUNTY, CA, 92065, US",RAMONA,CA,SAN DIEGO COUNTY,92065.0,Residential
3182b1e3-d9f0-4c99-8be2-f4eff49af1fb,2026-03-18T21:24:11.911122+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001663,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,FREEDOM FOREVER,12.0,2026-03-17T00:00:00+00:00,,33.2986372,-117.2590913,"5088 SAN JACINTO WEST CIR, FALLBROOK, SAN DIEGO COUNTY, CA, 92028, US",FALLBROOK,CA,SAN DIEGO COUNTY,92028.0,Residential
daba6f88-4c02-4d6c-8ce0-4cd2a45ced03,2026-03-18T21:28:52.610138+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001597,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,SKYLINE SMART ENERGY,7.0,2026-03-16T00:00:00+00:00,,32.6715722,-117.008054,"5738 CENTRAL AVE, BONITA, SAN DIEGO COUNTY, CA, 91902, US",BONITA,CA,SAN DIEGO COUNTY,91902.0,Residential
85c03e47-a14c-42e9-8117-19353a52e5dc,2026-03-18T21:30:52.804839+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001609,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,,5.0,2026-03-16T00:00:00+00:00,,32.7652581,-116.9285676,"1414 SUNDALE RD, EL CAJON, SAN DIEGO COUNTY, CA, 92019, US",EL CAJON,CA,SAN DIEGO COUNTY,92019.0,Residential
802c1718-854e-4e93-85a1-e07ddf19650e,2026-03-18T21:32:13.441998+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001614,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,,6.0,2026-03-16T00:00:00+00:00,,32.7108174,-116.9997169,"737 CONCEPCION AVE, SPRING VALLEY, SAN DIEGO COUNTY, CA, 91977, US",SPRING VALLEY,CA,SAN DIEGO COUNTY,91977.0,Residential
ce36b942-6b62-4183-ac46-5d1277a7cff1,2026-03-18T21:42:54.44834+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001547,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,,4.0,2026-03-13T00:00:00+00:00,,33.3588397,-117.2217031,"1745 DOROTHEA AVE, FALLBROOK, SAN DIEGO COUNTY, CA, 92028, US",FALLBROOK,CA,SAN DIEGO COUNTY,92028.0,Residential
af4d89f0-07b2-4b53-9c94-708d0eb752d8,2026-03-18T21:48:54.991254+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001533,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,,23.0,2026-03-12T00:00:00+00:00,,33.0673748,-117.0015103,"15406 HIGHLAND VALLEY RD, MAIN, ESCONDIDO, SAN DIEGO COUNTY, CA, 92025, US","MAIN, ESCONDIDO",CA,SAN DIEGO COUNTY,92025.0,Residential
ca7b414c-b66b-46fa-9ed9-32da710778ff,2026-03-18T21:59:35.543437+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001513,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,CALIFORNIA SOLAR INTEGRATORS INC,3.0,2026-03-12T00:00:00+00:00,,33.0005033,-117.1801813,"16875 CAMINO LAGO DE CRISTAL, RANCHO SANTA FE, SAN DIEGO COUNTY, CA, 92067, US",RANCHO SANTA FE,CA,SAN DIEGO COUNTY,92067.0,Residential
3dd5e544-116c-443b-a39b-056e32e03c49,2026-03-18T21:34:13.798044+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001613,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,                SEMPER SOLARIS,6.0,2026-03-16T00:00:00+00:00,,32.8281201,-116.7506284,"2909 OLIVE VIEW RD, ALPINE, SAN DIEGO COUNTY, CA, 91901, US",ALPINE,CA,SAN DIEGO COUNTY,91901.0,Residential
0f3bde53-3ef2-49fe-b939-31a3a658ee5c,2026-03-19T11:46:18.793913+00:00,e1fb42e8-7588-42fd-9a6d-f07c20a1496f,SITE,PMT-3407059,PHOTOVOLTAIC - SB 379,SOLAR,CYBERDYNE CONSTRUCTION LLC,14.96,2026-03-18T00:00:00+00:00,,32.8107973,-117.167723,"7071 BELDEN ST, SAN DIEGO, CA, 92111, US",SAN DIEGO,CA,,92111.0,Residential
98d5adbc-412e-4883-880f-611fc228a416,2026-03-18T22:04:56.038299+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001471,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,MARK SENK INC DBA ORANGE SOLAR,7.0,2026-03-11T00:00:00+00:00,,32.7770468,-116.9057785,"1121 VISTA GRANDE RD, EL CAJON, SAN DIEGO COUNTY, CA, 92019, US",EL CAJON,CA,SAN DIEGO COUNTY,92019.0,Residential
4f13d86c-be4a-4072-8409-12622b394b09,2026-03-18T22:05:36.355166+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001484,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,ENTERPRISE SOLAR LLC,6.0,2026-03-11T00:00:00+00:00,,33.3802405,-116.7876166,"37078 SR-79, WARNER SPRINGS, SAN DIEGO COUNTY, CA, 92086, US",WARNER SPRINGS,CA,SAN DIEGO COUNTY,92086.0,Residential
a9783ee4-4eab-4b06-8269-719f32e9aa29,2026-03-18T22:06:16.461956+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001485,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,PEAK ENERGY GROUP,9.0,2026-03-11T00:00:00+00:00,,32.7093273,-116.8715504,"14061 94, JAMUL, SAN DIEGO COUNTY, CA, 91935, US",JAMUL,CA,SAN DIEGO COUNTY,91935.0,Residential
b14e0db2-da4a-4c23-8d8f-9eadf869d3bc,2026-03-18T22:03:35.877491+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001499,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,                SEMPER SOLARIS,4.0,2026-03-11T00:00:00+00:00,,32.7011624,-117.01557,"428 WOLFORD DR, SPRING VALLEY, SAN DIEGO COUNTY, CA, 91977, US",SPRING VALLEY,CA,SAN DIEGO COUNTY,91977.0,Residential
c476f728-5d0d-4b42-8b55-cb61e1db3f41,2026-03-19T11:39:08.016526+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001714,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,ALOHA SOLAR POWER AND ELECTRICAL SERVICES INC,9.0,2026-03-18T00:00:00+00:00,,32.7261577,-116.8631937,"3110 RIO MADRE LN, JAMUL, SAN DIEGO COUNTY, CA, 91935, US",JAMUL,CA,SAN DIEGO COUNTY,91935.0,Residential
75137078-62bd-4bb0-b2f1-9300ca593e9b,2026-03-18T22:03:35.877491+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001498,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,                SEMPER SOLARIS,16.0,2026-03-11T00:00:00+00:00,,33.0244931,-116.8789335,"1844 EL CAJON LN, RAMONA, SAN DIEGO COUNTY, CA, 92065, US",RAMONA,CA,SAN DIEGO COUNTY,92065.0,Residential
605100ec-9eb0-4c09-bba7-b2642c8b348b,2026-03-18T21:40:14.068206+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001542,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,                SEMPER SOLARIS,3.0,2026-03-13T00:00:00+00:00,,33.2036889,-117.0196657,"26950 COUNTRY OAKS LN, VALLEY CENTER, SAN DIEGO COUNTY, CA, 92082, US",VALLEY CENTER,CA,SAN DIEGO COUNTY,92082.0,Residential
7a13bebf-3139-454d-8359-4345d4466279,2026-03-19T11:42:12.901078+00:00,e1fb42e8-7588-42fd-9a6d-f07c20a1496f,SITE,PMT-3407066,PHOTOVOLTAIC - SB 379,SOLAR,BURTEK ENERGY LLC,11.18,2026-03-18T00:00:00+00:00,,32.8003198,-117.0483642,"6960 CASSELBERRY WY, SAN DIEGO, CA, 92119, US",SAN DIEGO,CA,,92119.0,Residential
a8421250-5412-4f23-a145-ce39ed2f2692,2026-03-19T11:45:24.983948+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001716,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,TRANSFORM POWER,12.0,2026-03-18T00:00:00+00:00,,33.3763287,-117.1918304,"3373 YUCCA TER, FALLBROOK, SAN DIEGO COUNTY, CA, 92028, US",FALLBROOK,CA,SAN DIEGO COUNTY,92028.0,Residential
efe803ad-c428-43c2-a635-d0df48c34cc7,2026-03-19T11:47:35.250964+00:00,d41fcd44-4a65-45dd-8d58-b753060581e8,SITE,PDS2026-RESALT-001708,RESIDENTIAL ALTERATION OR ADDITION - PLAN CHECK-PERMIT,SOLAR,SOLAR TECH ENERGY SYSTEMS INC,7.0,2026-03-18T00:00:00+00:00,,32.74807990000001,-116.9712707,"10270 RAMONA DR, MAIN, SPRING VALLEY, SAN DIEGO COUNTY, CA, 91977, US","MAIN, SPRING VALLEY",CA,SAN DIEGO COUNTY,91977.0,Residential
